PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,
FS_F1S2:PSS_D1195:ON_RSTS,PWRSTS,POWER_STATUS,readback,85,0,FS_F1S2:S_D1195,19.529274,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1195:I_CSET,I,B4,setpoint,86,0,FS_F1S2:OCT_D1195,19.529274,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1195:I_RSET,I,B4,readset,86,0,FS_F1S2:OCT_D1195,19.529274,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1195:I_RD,I,B4,readback,86,0,FS_F1S2:OCT_D1195,19.529274,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1195:ON_CMD,PWRSTS,POWER_STATUS,setpoint,86,0,FS_F1S2:OCT_D1195,19.529274,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1195:ON_RSTS,PWRSTS,POWER_STATUS,readback,86,0,FS_F1S2:OCT_D1195,19.529274,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1207:I_CSET,I,B2,setpoint,88,0.873737,FS_F1S2:Q_D1207,21.088363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1207:I_RSET,I,B2,readset,88,0.873737,FS_F1S2:Q_D1207,21.088363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1207:I_RD,I,B2,readback,88,0.873737,FS_F1S2:Q_D1207,21.088363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1207:ON_CMD,PWRSTS,POWER_STATUS,setpoint,88,0.873737,FS_F1S2:Q_D1207,21.088363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1207:ON_RSTS,PWRSTS,POWER_STATUS,readback,88,0.873737,FS_F1S2:Q_D1207,21.088363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1207:I_CSET,I,B3,setpoint,89,0,FS_F1S2:S_D1207,20.651494,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1207:I_RSET,I,B3,readset,89,0,FS_F1S2:S_D1207,20.651494,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1207:I_RD,I,B3,readback,89,0,FS_F1S2:S_D1207,20.651494,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1207:ON_CMD,PWRSTS,POWER_STATUS,setpoint,89,0,FS_F1S2:S_D1207,20.651494,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1207:ON_RSTS,PWRSTS,POWER_STATUS,readback,89,0,FS_F1S2:S_D1207,20.651494,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1207:I_CSET,I,B4,setpoint,90,0,FS_F1S2:OCT_D1207,20.651494,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1207:I_RSET,I,B4,readset,90,0,FS_F1S2:OCT_D1207,20.651494,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1207:I_RD,I,B4,readback,90,0,FS_F1S2:OCT_D1207,20.651494,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1207:ON_CMD,PWRSTS,POWER_STATUS,setpoint,90,0,FS_F1S2:OCT_D1207,20.651494,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1207:ON_RSTS,PWRSTS,POWER_STATUS,readback,90,0,FS_F1S2:OCT_D1207,20.651494,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1218:I_CSET,I,B2,setpoint,92,0.705757,FS_F1S2:Q_D1218,22.126593,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1218:I_RSET,I,B2,readset,92,0.705757,FS_F1S2:Q_D1218,22.126593,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1218:I_RD,I,B2,readback,92,0.705757,FS_F1S2:Q_D1218,22.126593,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1218:ON_CMD,PWRSTS,POWER_STATUS,setpoint,92,0.705757,FS_F1S2:Q_D1218,22.126593,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1218:ON_RSTS,PWRSTS,POWER_STATUS,readback,92,0.705757,FS_F1S2:Q_D1218,22.126593,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1218:I_CSET,I,B3,setpoint,93,0,FS_F1S2:S_D1218,21.773714,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1218:I_RSET,I,B3,readset,93,0,FS_F1S2:S_D1218,21.773714,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1218:I_RD,I,B3,readback,93,0,FS_F1S2:S_D1218,21.773714,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1218:ON_CMD,PWRSTS,POWER_STATUS,setpoint,93,0,FS_F1S2:S_D1218,21.773714,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1218:ON_RSTS,PWRSTS,POWER_STATUS,readback,93,0,FS_F1S2:S_D1218,21.773714,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1218:I_CSET,I,B4,setpoint,94,0,FS_F1S2:OCT_D1218,21.773714,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1218:I_RSET,I,B4,readset,94,0,FS_F1S2:OCT_D1218,21.773714,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1218:I_RD,I,B4,readback,94,0,FS_F1S2:OCT_D1218,21.773714,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1218:ON_CMD,PWRSTS,POWER_STATUS,setpoint,94,0,FS_F1S2:OCT_D1218,21.773714,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1218:ON_RSTS,PWRSTS,POWER_STATUS,readback,94,0,FS_F1S2:OCT_D1218,21.773714,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1246:I_CSET,I,B,setpoint,99,3.490659,FS_F1S2:DV_D1246,26.386927,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1246:I_RSET,I,B,readset,99,3.490659,FS_F1S2:DV_D1246,26.386927,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1246:I_RD,I,B,readback,99,3.490659,FS_F1S2:DV_D1246,26.386927,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1246:ON_CMD,PWRSTS,POWER_STATUS,setpoint,99,3.490659,FS_F1S2:DV_D1246,26.386927,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1246:ON_RSTS,PWRSTS,POWER_STATUS,readback,99,3.490659,FS_F1S2:DV_D1246,26.386927,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
,,,,,,,,,,,,,,,
# NMR,,,,,,,,,,,,,,,
FS_F1S2:DV_D1246:B_RD_NMR,NMR,NMR_phy,setpoint,99,3.490659,FS_F1S2:DV_D1246,26.386927,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:DV_D1246:B_RD_NMR,NMR,NMR_phy,readback,99,3.490659,FS_F1S2:DV_D1246,26.386927,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
,,,,,,,,,,,,,,,
FS_F1S2:PSQ_D1288:I_CSET,I,B2,setpoint,104,0.705757,FS_F1S2:Q_D1288,29.156911,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1288:I_RSET,I,B2,readset,104,0.705757,FS_F1S2:Q_D1288,29.156911,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1288:I_RD,I,B2,readback,104,0.705757,FS_F1S2:Q_D1288,29.156911,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1288:ON_CMD,PWRSTS,POWER_STATUS,setpoint,104,0.705757,FS_F1S2:Q_D1288,29.156911,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1288:ON_RSTS,PWRSTS,POWER_STATUS,readback,104,0.705757,FS_F1S2:Q_D1288,29.156911,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1288:I_CSET,I,B3,setpoint,105,0,FS_F1S2:S_D1288,28.804032,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1288:I_RSET,I,B3,readset,105,0,FS_F1S2:S_D1288,28.804032,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1288:I_RD,I,B3,readback,105,0,FS_F1S2:S_D1288,28.804032,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1288:ON_CMD,PWRSTS,POWER_STATUS,setpoint,105,0,FS_F1S2:S_D1288,28.804032,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1288:ON_RSTS,PWRSTS,POWER_STATUS,readback,105,0,FS_F1S2:S_D1288,28.804032,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1288:I_CSET,I,B4,setpoint,106,0,FS_F1S2:OCT_D1288,28.804032,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1288:I_RSET,I,B4,readset,106,0,FS_F1S2:OCT_D1288,28.804032,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1288:I_RD,I,B4,readback,106,0,FS_F1S2:OCT_D1288,28.804032,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1288:ON_CMD,PWRSTS,POWER_STATUS,setpoint,106,0,FS_F1S2:OCT_D1288,28.804032,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1288:ON_RSTS,PWRSTS,POWER_STATUS,readback,106,0,FS_F1S2:OCT_D1288,28.804032,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1299:I_CSET,I,B2,setpoint,108,0.873737,FS_F1S2:Q_D1299,30.363121,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1299:I_RSET,I,B2,readset,108,0.873737,FS_F1S2:Q_D1299,30.363121,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1299:I_RD,I,B2,readback,108,0.873737,FS_F1S2:Q_D1299,30.363121,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1299:ON_CMD,PWRSTS,POWER_STATUS,setpoint,108,0.873737,FS_F1S2:Q_D1299,30.363121,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1299:ON_RSTS,PWRSTS,POWER_STATUS,readback,108,0.873737,FS_F1S2:Q_D1299,30.363121,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1299:I_CSET,I,B3,setpoint,109,0,FS_F1S2:S_D1299,29.926252,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1299:I_RSET,I,B3,readset,109,0,FS_F1S2:S_D1299,29.926252,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1299:I_RD,I,B3,readback,109,0,FS_F1S2:S_D1299,29.926252,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1299:ON_CMD,PWRSTS,POWER_STATUS,setpoint,109,0,FS_F1S2:S_D1299,29.926252,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1299:ON_RSTS,PWRSTS,POWER_STATUS,readback,109,0,FS_F1S2:S_D1299,29.926252,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1299:I_CSET,I,B4,setpoint,110,0,FS_F1S2:OCT_D1299,29.926252,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1299:I_RSET,I,B4,readset,110,0,FS_F1S2:OCT_D1299,29.926252,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1299:I_RD,I,B4,readback,110,0,FS_F1S2:OCT_D1299,29.926252,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1299:ON_CMD,PWRSTS,POWER_STATUS,setpoint,110,0,FS_F1S2:OCT_D1299,29.926252,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1299:ON_RSTS,PWRSTS,POWER_STATUS,readback,110,0,FS_F1S2:OCT_D1299,29.926252,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1311:I_CSET,I,B2,setpoint,112,0.705757,FS_F1S2:Q_D1311,31.401351,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1311:I_RSET,I,B2,readset,112,0.705757,FS_F1S2:Q_D1311,31.401351,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1311:I_RD,I,B2,readback,112,0.705757,FS_F1S2:Q_D1311,31.401351,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1311:ON_CMD,PWRSTS,POWER_STATUS,setpoint,112,0.705757,FS_F1S2:Q_D1311,31.401351,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1311:ON_RSTS,PWRSTS,POWER_STATUS,readback,112,0.705757,FS_F1S2:Q_D1311,31.401351,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1311:I_CSET,I,B3,setpoint,113,0,FS_F1S2:S_D1311,31.048472,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1311:I_RSET,I,B3,readset,113,0,FS_F1S2:S_D1311,31.048472,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1311:I_RD,I,B3,readback,113,0,FS_F1S2:S_D1311,31.048472,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1311:ON_CMD,PWRSTS,POWER_STATUS,setpoint,113,0,FS_F1S2:S_D1311,31.048472,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1311:ON_RSTS,PWRSTS,POWER_STATUS,readback,113,0,FS_F1S2:S_D1311,31.048472,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1311:I_CSET,I,B4,setpoint,114,0,FS_F1S2:OCT_D1311,31.048472,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1311:I_RSET,I,B4,readset,114,0,FS_F1S2:OCT_D1311,31.048472,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1311:I_RD,I,B4,readback,114,0,FS_F1S2:OCT_D1311,31.048472,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1311:ON_CMD,PWRSTS,POWER_STATUS,setpoint,114,0,FS_F1S2:OCT_D1311,31.048472,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1311:ON_RSTS,PWRSTS,POWER_STATUS,readback,114,0,FS_F1S2:OCT_D1311,31.048472,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1324:XCEN_RD,XCEN,XCEN,readback,119,0.05,FS_F1S2:VD_D1324,32.454722,VD,LIVE,viewer plate,FSVD3,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1324:YCEN_RD,YCEN,YCEN,readback,119,0.05,FS_F1S2:VD_D1324,32.454722,VD,LIVE,viewer plate,FSVD3,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1324:XRMS_RD,XRMS,XRMS,readback,119,0.05,FS_F1S2:VD_D1324,32.454722,VD,LIVE,viewer plate,FSVD3,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1324:YRMS_RD,YRMS,YRMS,readback,119,0.05,FS_F1S2:VD_D1324,32.454722,VD,LIVE,viewer plate,FSVD3,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1338:I_CSET,I,B2,setpoint,124,0.705757,FS_F1S2:Q_D1338,34.16385,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1338:I_RSET,I,B2,readset,124,0.705757,FS_F1S2:Q_D1338,34.16385,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1338:I_RD,I,B2,readback,124,0.705757,FS_F1S2:Q_D1338,34.16385,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1338:ON_CMD,PWRSTS,POWER_STATUS,setpoint,124,0.705757,FS_F1S2:Q_D1338,34.16385,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1338:ON_RSTS,PWRSTS,POWER_STATUS,readback,124,0.705757,FS_F1S2:Q_D1338,34.16385,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1338:I_CSET,I,B3,setpoint,125,0,FS_F1S2:S_D1338,33.810972,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1338:I_RSET,I,B3,readset,125,0,FS_F1S2:S_D1338,33.810972,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1338:I_RD,I,B3,readback,125,0,FS_F1S2:S_D1338,33.810972,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1338:ON_CMD,PWRSTS,POWER_STATUS,setpoint,125,0,FS_F1S2:S_D1338,33.810972,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1338:ON_RSTS,PWRSTS,POWER_STATUS,readback,125,0,FS_F1S2:S_D1338,33.810972,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1338:I_CSET,I,B4,setpoint,126,0,FS_F1S2:OCT_D1338,33.810972,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1338:I_RSET,I,B4,readset,126,0,FS_F1S2:OCT_D1338,33.810972,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1338:I_RD,I,B4,readback,126,0,FS_F1S2:OCT_D1338,33.810972,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1338:ON_CMD,PWRSTS,POWER_STATUS,setpoint,126,0,FS_F1S2:OCT_D1338,33.810972,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1338:ON_RSTS,PWRSTS,POWER_STATUS,readback,126,0,FS_F1S2:OCT_D1338,33.810972,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1349:I_CSET,I,B2,setpoint,128,0.873737,FS_F1S2:Q_D1349,35.37006,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1349:I_RSET,I,B2,readset,128,0.873737,FS_F1S2:Q_D1349,35.37006,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1349:I_RD,I,B2,readback,128,0.873737,FS_F1S2:Q_D1349,35.37006,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
