PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,
FS_F1S2:PSQ_D1349:ON_CMD,PWRSTS,POWER_STATUS,setpoint,128,0.873737,FS_F1S2:Q_D1349,35.37006,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1349:ON_RSTS,PWRSTS,POWER_STATUS,readback,128,0.873737,FS_F1S2:Q_D1349,35.37006,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1349:I_CSET,I,B3,setpoint,129,0,FS_F1S2:S_D1349,34.933192,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1349:I_RSET,I,B3,readset,129,0,FS_F1S2:S_D1349,34.933192,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1349:I_RD,I,B3,readback,129,0,FS_F1S2:S_D1349,34.933192,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1349:ON_CMD,PWRSTS,POWER_STATUS,setpoint,129,0,FS_F1S2:S_D1349,34.933192,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1349:ON_RSTS,PWRSTS,POWER_STATUS,readback,129,0,FS_F1S2:S_D1349,34.933192,SEXT,LIVE,,SEXT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1349:I_CSET,I,B4,setpoint,130,0,FS_F1S2:OCT_D1349,34.933192,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1349:I_RSET,I,B4,readset,130,0,FS_F1S2:OCT_D1349,34.933192,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1349:I_RD,I,B4,readback,130,0,FS_F1S2:OCT_D1349,34.933192,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1349:ON_CMD,PWRSTS,POWER_STATUS,setpoint,130,0,FS_F1S2:OCT_D1349,34.933192,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1349:ON_RSTS,PWRSTS,POWER_STATUS,readback,130,0,FS_F1S2:OCT_D1349,34.933192,OCT,LIVE,,OCT_FSQ8,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1361:I_CSET,I,B2,setpoint,132,0.705757,FS_F1S2:Q_D1361,36.40829,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1361:I_RSET,I,B2,readset,132,0.705757,FS_F1S2:Q_D1361,36.40829,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1361:I_RD,I,B2,readback,132,0.705757,FS_F1S2:Q_D1361,36.40829,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1361:ON_CMD,PWRSTS,POWER_STATUS,setpoint,132,0.705757,FS_F1S2:Q_D1361,36.40829,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1361:ON_RSTS,PWRSTS,POWER_STATUS,readback,132,0.705757,FS_F1S2:Q_D1361,36.40829,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1361:I_CSET,I,B3,setpoint,133,0,FS_F1S2:S_D1361,36.055412,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1361:I_RSET,I,B3,readset,133,0,FS_F1S2:S_D1361,36.055412,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1361:I_RD,I,B3,readback,133,0,FS_F1S2:S_D1361,36.055412,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1361:ON_CMD,PWRSTS,POWER_STATUS,setpoint,133,0,FS_F1S2:S_D1361,36.055412,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSS_D1361:ON_RSTS,PWRSTS,POWER_STATUS,readback,133,0,FS_F1S2:S_D1361,36.055412,SEXT,LIVE,,SEXT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1361:I_CSET,I,B4,setpoint,134,0,FS_F1S2:OCT_D1361,36.055412,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1361:I_RSET,I,B4,readset,134,0,FS_F1S2:OCT_D1361,36.055412,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1361:I_RD,I,B4,readback,134,0,FS_F1S2:OCT_D1361,36.055412,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1361:ON_CMD,PWRSTS,POWER_STATUS,setpoint,134,0,FS_F1S2:OCT_D1361,36.055412,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSO_D1361:ON_RSTS,PWRSTS,POWER_STATUS,readback,134,0,FS_F1S2:OCT_D1361,36.055412,OCT,LIVE,,OCT_FSQ7,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1402:I_CSET,I,B,setpoint,141,3.490659,FS_F1S2:DV_D1402,41.963176,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1402:I_RSET,I,B,readset,141,3.490659,FS_F1S2:DV_D1402,41.963176,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1402:I_RD,I,B,readback,141,3.490659,FS_F1S2:DV_D1402,41.963176,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1402:ON_CMD,PWRSTS,POWER_STATUS,setpoint,141,3.490659,FS_F1S2:DV_D1402,41.963176,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSD_D1402:ON_RSTS,PWRSTS,POWER_STATUS,readback,141,3.490659,FS_F1S2:DV_D1402,41.963176,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
,,,,,,,,,,,,,,,
# NMR,,,,,,,,,,,,,,,
FS_F1S2:DV_D1402:B_RD_NMR,NMR,NMR_phy,setpoint,141,3.490659,FS_F1S2:DV_D1402,41.963176,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:DV_D1402:B_RD_NMR,NMR,NMR_phy,readback,141,3.490659,FS_F1S2:DV_D1402,41.963176,BEND,LIVE,,BEND_FSD2,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
,,,,,,,,,,,,,,,
FS_F1S2:PSQ_D1430:I_CSET,I,B2,setpoint,146,0.4107,FS_F1S2:Q_D1430,43.173875,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1430:I_RSET,I,B2,readset,146,0.4107,FS_F1S2:Q_D1430,43.173875,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1430:I_RD,I,B2,readback,146,0.4107,FS_F1S2:Q_D1430,43.173875,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1430:ON_CMD,PWRSTS,POWER_STATUS,setpoint,146,0.4107,FS_F1S2:Q_D1430,43.173875,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1430:ON_RSTS,PWRSTS,POWER_STATUS,readback,146,0.4107,FS_F1S2:Q_D1430,43.173875,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1436:I_CSET,I,B2,setpoint,150,0.4107,FS_F1S2:Q_D1436,43.768985,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1436:I_RSET,I,B2,readset,150,0.4107,FS_F1S2:Q_D1436,43.768985,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1436:I_RD,I,B2,readback,150,0.4107,FS_F1S2:Q_D1436,43.768985,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1436:ON_CMD,PWRSTS,POWER_STATUS,setpoint,150,0.4107,FS_F1S2:Q_D1436,43.768985,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1436:ON_RSTS,PWRSTS,POWER_STATUS,readback,150,0.4107,FS_F1S2:Q_D1436,43.768985,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1446:I_CSET,I,B2,setpoint,154,0.4107,FS_F1S2:Q_D1446,44.857486,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1446:I_RSET,I,B2,readset,154,0.4107,FS_F1S2:Q_D1446,44.857486,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1446:I_RD,I,B2,readback,154,0.4107,FS_F1S2:Q_D1446,44.857486,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1446:ON_CMD,PWRSTS,POWER_STATUS,setpoint,154,0.4107,FS_F1S2:Q_D1446,44.857486,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1446:ON_RSTS,PWRSTS,POWER_STATUS,readback,154,0.4107,FS_F1S2:Q_D1446,44.857486,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1452:I_CSET,I,B2,setpoint,158,0.4107,FS_F1S2:Q_D1452,45.452596,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1452:I_RSET,I,B2,readset,158,0.4107,FS_F1S2:Q_D1452,45.452596,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1452:I_RD,I,B2,readback,158,0.4107,FS_F1S2:Q_D1452,45.452596,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1452:ON_CMD,PWRSTS,POWER_STATUS,setpoint,158,0.4107,FS_F1S2:Q_D1452,45.452596,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:PSQ_D1452:ON_RSTS,PWRSTS,POWER_STATUS,readback,158,0.4107,FS_F1S2:Q_D1452,45.452596,QUAD,LIVE,SC quadrupole in doublet cryostat,QUAD_Q36x10,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1466:XCEN_RD,XCEN,XCEN,readback,169,0.075,FS_F1S2:VD_D1466,46.623578,VD,LIVE,viewer plate,FSVD4,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1466:YCEN_RD,YCEN,YCEN,readback,169,0.075,FS_F1S2:VD_D1466,46.623578,VD,LIVE,viewer plate,FSVD4,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1466:XRMS_RD,XRMS,XRMS,readback,169,0.075,FS_F1S2:VD_D1466,46.623578,VD,LIVE,viewer plate,FSVD4,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F1S2:VD_D1466:YRMS_RD,YRMS,YRMS,readback,169,0.075,FS_F1S2:VD_D1466,46.623578,VD,LIVE,viewer plate,FSVD4,DEFAULT,phantasy.sys.FS,phantasy.sub.F1S2,ARIS
FS_F2S1:PSQ_D1476:I_CSET,I,B2,setpoint,181,0.4,FS_F2S1:Q_D1476,47.828221,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1476:I_RSET,I,B2,readset,181,0.4,FS_F2S1:Q_D1476,47.828221,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1476:I_RD,I,B2,readback,181,0.4,FS_F2S1:Q_D1476,47.828221,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1476:ON_CMD,PWRSTS,POWER_STATUS,setpoint,181,0.4,FS_F2S1:Q_D1476,47.828221,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1476:ON_RSTS,PWRSTS,POWER_STATUS,readback,181,0.4,FS_F2S1:Q_D1476,47.828221,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1476:I_CSET,I,B3,setpoint,182,0,FS_F2S1:S_D1476,47.628221,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1476:I_RSET,I,B3,readset,182,0,FS_F2S1:S_D1476,47.628221,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1476:I_RD,I,B3,readback,182,0,FS_F2S1:S_D1476,47.628221,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1476:ON_CMD,PWRSTS,POWER_STATUS,setpoint,182,0,FS_F2S1:S_D1476,47.628221,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1476:ON_RSTS,PWRSTS,POWER_STATUS,readback,182,0,FS_F2S1:S_D1476,47.628221,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1476:I_CSET,I,B4,setpoint,183,0,FS_F2S1:OCT_D1476,47.628221,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1476:I_RSET,I,B4,readset,183,0,FS_F2S1:OCT_D1476,47.628221,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1476:I_RD,I,B4,readback,183,0,FS_F2S1:OCT_D1476,47.628221,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1476:ON_CMD,PWRSTS,POWER_STATUS,setpoint,183,0,FS_F2S1:OCT_D1476,47.628221,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1476:ON_RSTS,PWRSTS,POWER_STATUS,readback,183,0,FS_F2S1:OCT_D1476,47.628221,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1484:I_CSET,I,B2,setpoint,185,0.7,FS_F2S1:Q_D1484,48.735021,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1484:I_RSET,I,B2,readset,185,0.7,FS_F2S1:Q_D1484,48.735021,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1484:I_RD,I,B2,readback,185,0.7,FS_F2S1:Q_D1484,48.735021,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1484:ON_CMD,PWRSTS,POWER_STATUS,setpoint,185,0.7,FS_F2S1:Q_D1484,48.735021,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1484:ON_RSTS,PWRSTS,POWER_STATUS,readback,185,0.7,FS_F2S1:Q_D1484,48.735021,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQE,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1492:I_CSET,I,B2,setpoint,187,0.486,FS_F2S1:Q_D1492,49.439321,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1492:I_RSET,I,B2,readset,187,0.486,FS_F2S1:Q_D1492,49.439321,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1492:I_RD,I,B2,readback,187,0.486,FS_F2S1:Q_D1492,49.439321,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1492:ON_CMD,PWRSTS,POWER_STATUS,setpoint,187,0.486,FS_F2S1:Q_D1492,49.439321,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1492:ON_RSTS,PWRSTS,POWER_STATUS,readback,187,0.486,FS_F2S1:Q_D1492,49.439321,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQD,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSD_D1513:I_CSET,I,B,setpoint,193,2.396181,FS_F2S1:DH_D1513,52.514714,BEND,LIVE,previous A1900 Dipole 1 (Z026DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSD_D1513:I_RSET,I,B,readset,193,2.396181,FS_F2S1:DH_D1513,52.514714,BEND,LIVE,previous A1900 Dipole 1 (Z026DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSD_D1513:I_RD,I,B,readback,193,2.396181,FS_F2S1:DH_D1513,52.514714,BEND,LIVE,previous A1900 Dipole 1 (Z026DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSD_D1513:ON_CMD,PWRSTS,POWER_STATUS,setpoint,193,2.396181,FS_F2S1:DH_D1513,52.514714,BEND,LIVE,previous A1900 Dipole 1 (Z026DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSD_D1513:ON_RSTS,PWRSTS,POWER_STATUS,readback,193,2.396181,FS_F2S1:DH_D1513,52.514714,BEND,LIVE,previous A1900 Dipole 1 (Z026DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
,,,,,,,,,,,,,,,
# NMR,,,,,,,,,,,,,,,
FS_F2S1:DH_D1513:B_RD_NMR,NMR,NMR_phy,setpoint,193,2.396181,FS_F2S1:DH_D1513,52.514714,BEND,LIVE,previous A1900 Dipole 1 (Z026DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:DH_D1513:B_RD_NMR,NMR,NMR_phy,readback,193,2.396181,FS_F2S1:DH_D1513,52.514714,BEND,LIVE,previous A1900 Dipole 1 (Z026DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
,,,,,,,,,,,,,,,
FS_F2S1:PSQ_D1538:I_CSET,I,B2,setpoint,200,0.4,FS_F2S1:Q_D1538,53.990966,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1538:I_RSET,I,B2,readset,200,0.4,FS_F2S1:Q_D1538,53.990966,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1538:I_RD,I,B2,readback,200,0.4,FS_F2S1:Q_D1538,53.990966,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1538:ON_CMD,PWRSTS,POWER_STATUS,setpoint,200,0.4,FS_F2S1:Q_D1538,53.990966,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1538:ON_RSTS,PWRSTS,POWER_STATUS,readback,200,0.4,FS_F2S1:Q_D1538,53.990966,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1538:I_CSET,I,B3,setpoint,201,0,FS_F2S1:S_D1538,53.790966,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1538:I_RSET,I,B3,readset,201,0,FS_F2S1:S_D1538,53.790966,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1538:I_RD,I,B3,readback,201,0,FS_F2S1:S_D1538,53.790966,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1538:ON_CMD,PWRSTS,POWER_STATUS,setpoint,201,0,FS_F2S1:S_D1538,53.790966,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1538:ON_RSTS,PWRSTS,POWER_STATUS,readback,201,0,FS_F2S1:S_D1538,53.790966,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1538:I_CSET,I,B4,setpoint,202,0,FS_F2S1:OCT_D1538,53.790966,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1538:I_RSET,I,B4,readset,202,0,FS_F2S1:OCT_D1538,53.790966,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1538:I_RD,I,B4,readback,202,0,FS_F2S1:OCT_D1538,53.790966,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1538:ON_CMD,PWRSTS,POWER_STATUS,setpoint,202,0,FS_F2S1:OCT_D1538,53.790966,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1538:ON_RSTS,PWRSTS,POWER_STATUS,readback,202,0,FS_F2S1:OCT_D1538,53.790966,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1545:I_CSET,I,B2,setpoint,204,0.79,FS_F2S1:Q_D1545,54.942766,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1545:I_RSET,I,B2,readset,204,0.79,FS_F2S1:Q_D1545,54.942766,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
